"","ccg19cd","year","Total_Procurement_Spend","Social_Care_Procurement_Spend","Hospital_Services_Procurement_Spend","GP_Services_Procurement_Spend","Other_Health_Services_Procurement_Spend","Private_Sector_Procurement_Spend","Charity_Sector_Procurement_Spend","Health_Services_Procurement_Spend","Building_Maintenance_Procurement_Spend","Specialist_Services_Procurement_Spend","NotAssigned_Procurement_Spend","Foundational_Services_Procurement_Spend","Professional_Services_Spend","Dental_Services_Procurement_Spend","Medical_Nursing_Homes_Procurement_Spend","nogpPrivate_Sector_Procurement_Spend","NOGPTotal_Procurement_Spend","nogpHealth_Services_Procurement_Spend","Food_Procurement_Spend","Transport_Procurement_Spend","Management_Procurement_Spend","Total_Private_sector_spend","Total_Management_Procurement_Spend","lag_check_private","Avoidable_Mortality_Rate","Treatable_Mortality_Rate","Preventatable_Mortality_Rate","RGN19CD","RGN19NM","id","Unemployment_percent","Qual_lvl4_percent","BAME_percent","Est_Population","Local_Authority_Expenditure","Claimant_percent","GDHI_per_person","Local_Authority_Spend_per_pop","CCGpop","Total_Rural_population_2011","Total_Urban_population_2011","RUC11CD","RUC11","Broad_RUC11","OBJECTID","total_spend_10millions","Lagged_Private_Procurement","Lagged_Total_Spend","Lagged_Treatable_Mortality_Rate","Lagged_Local_Authority_Spend_per_pop","Lagged_Claimant_percent","Lagged_CCGpop","Lagged_Unemployment_percent","Lagged_BAME_percent","Lagged_Qual_lvl4_percent","Lagged_GDHI_per_person","dept","number_of_doctors","Treatable_Mortality_2013","Private_Sector_Procurement_Spendten","Lagged_Private_Procurementten","Preventable_Mortality_Rate_FD","Treatable_Mortality_Rate_FD","Private_Sector_Procurement_Spendten_FD","Private_Sector_Procurement_Spend_FD","Local_Authority_Spend_per_pop_FD","Claimant_percent_FD","CCGpop_FD","Unemployment_percent_FD","BAME_percent_FD","Qual_lvl4_percent_FD","total_spend_10millions_FD","GDHI_FD","Private_Sector_Procurement_Spendten_FD_lagged","Local_Authority_Spend_per_pop_FD_lagged","total_spend_10millions_FD_lagged","GDHI_FD_lagged","Private_Sector_Procurement_Spend_FD_lagged","lagged_tot_prive"
"NHS_BAB_CCG-2014","E38000007","2014",257308058,0.0209954559604192,1.30287058479917,0.0554599809695816,1.73030958867211,3.9269555250384,1.84958373903704,3.62292618134796,1.77107978483907,0.534286026907094,0,0,0.00858076508431773,0,0,5.55048443442158,257165355,3.56944581434774,0,0,0,10104373,0,3.60445751445151,213.6,86.2,127.5,"E12000006","East of England",6,6.4,32.8,7,128295,49222.5,1.4,21522,0.393276482303568,256590,21568,226530,4,"Urban with City and Town","Predominantly Urban",6,25.7308058,3.60445751445151,16.6669297,76.3,0.398822833029789,2.3,253232,7.9,6.65,35.95,21029,"NHS_BAB_CCG",178,76.3,0.39269555250384,0.360445751445151,-0.0392207131532807,0.121997239379237,0.032249801058689,0.32249801058689,-0.00554635072622089,-0.9,0.0131734156698737,-1.5,0.35,-3.15000000000001,9.0638761,0.0231732303116328,NA,0.0679014885025909,NA,0.019059168887523,NA,0.00000166669297
"NHS_BAB_CCG-2015","E38000007","2015",270521150,0.0239334336705282,1.3902698550557,0,1.60901800099549,2.68146316840661,2.08414794924537,3.95828791944733,0.339145386599162,0.959000063396152,0,0,0.0931014081523755,0,0,4.55694721096668,270521150,3.95828791944733,0,0,0.0424750523203084,7253925,114904,3.9269555250384,197.7,76.3,121.4,"E12000006","East of England",6,5.7,30.75,10.1,129177,51849.5,1.2,22633.5,0.414723809354841,258354,21568,226530,4,"Urban with City and Town","Predominantly Urban",6,27.052115,3.9269555250384,25.7308058,86.2,0.393276482303568,1.4,256590,6.4,7,32.8,21522,"NHS_BAB_CCG",178,76.3,0.268146316840661,0.39269555250384,-0.0490254859730834,-0.121997239379237,-0.124549235663179,-1.24549235663179,0.0214473270512733,-0.2,0.00685125722460711,-0.700000000000001,3.1,-2.05,1.3213092,0.0503554418614787,0.032249801058689,-0.00554635072622089,9.0638761,0.0231732303116328,0.32249801058689,0.00000257308058
"NHS_BAB_CCG-2016","E38000007","2016",216228194,0.0891974337074656,1.54820744606506,0,2.21192847774514,2.21446329982296,2.04745732649462,4.68190609777742,-1.11072055663564,0.92177017396723,0.00632294972597329,0,0.0396026061245279,0,0,4.08663728653258,216228194,4.68190609777742,0,0,0.0396026061245279,4788294,85632,2.68146316840661,206.6,76.2,130.4,"E12000006","East of England",6,5.8,33.65,8.3,130268.5,47330,1.25,23305.5,0.363215731246926,260537,21568,226530,4,"Urban with City and Town","Predominantly Urban",6,21.6228194,2.68146316840661,27.052115,76.3,0.414723809354841,1.2,258354,5.7,10.1,30.75,22633.5,"NHS_BAB_CCG",178,76.3,0.221446329982296,0.268146316840661,0.0715157708671548,-0.00131147559781031,-0.0466999868583647,-0.466999868583647,-0.0515080781079151,0.05,0.00841414817100627,0.100000000000001,-1.8,2.9,-5.4292956,0.0292582745783498,-0.124549235663179,0.0214473270512733,1.3213092,0.0503554418614787,-1.24549235663179,0.0000027052115
"NHS_BAB_CCG-2017","E38000007","2017",47821571,0.000869900321760655,1.68779064159143,0,2.01637457707109,20.7012145209533,2.41805941507024,4.89266862437455,17.8915724035917,1.18850340571204,0,0,0,0,0,22.9119239934631,47821571,4.89266862437455,0,0,0,9899646,0,2.21446329982296,216.3,75.1,141.2,"E12000006","East of England",6,3,34.3,7.7,130527,50163,1.2,24262.5,0.382559659941599,261054,21568,226530,4,"Urban with City and Town","Predominantly Urban",6,4.7821571,2.21446329982296,21.6228194,76.2,0.363215731246926,1.25,260537,5.8,8.3,33.65,23305.5,"NHS_BAB_CCG",178,76.3,2.07012145209533,0.221446329982296,0.0795706755665888,-0.0145409039225113,1.84867512211303,18.4867512211304,0.0193439286946735,-0.0499999999999998,0.00198239681786383,-2.8,-0.600000000000001,0.649999999999999,-16.8406623,0.0402425642771007,-0.0466999868583647,-0.0515080781079151,-5.4292956,0.0292582745783498,-0.466999868583647,0.00000216228194
"NHS_BAB_CCG-2018","E38000007","2018",79564070,0.294826546706321,1.17853950910254,0.0980681355290145,2.54944097253949,3.50811616348937,2.67135152839718,5.08346166806198,0,1.25741305089094,0.235288365715831,0,0.318381148676783,0,0,5.93778080008336,79486043,4.99028741435776,0,0,0.113097532592287,2791200,89985,20.7012145209533,229.5,86.2,143.2,"E12000006","East of England",6,2.1,27.7,6,131206,61232.5,2,25785,0.447282077645508,262412,21568,226530,4,"Urban with City and Town","Predominantly Urban",6,7.956407,20.7012145209533,4.7821571,75.1,0.382559659941599,1.2,261054,3,7.7,34.3,24262.5,"NHS_BAB_CCG",178,76.3,0.350811616348937,2.07012145209533,0.0140649294674038,0.137849618899558,-1.71930983574639,-17.1930983574639,0.0647224177039089,0.8,0.00518850525731018,-0.9,-1.7,-6.6,3.1742499,0.0608609790077921,1.84867512211303,0.0193439286946735,-16.8406623,0.0402425642771007,18.4867512211304,0.00000047821571
"NHS_BAB_CCG-2019","E38000007","2019",308014657,0.17206324048404,0.972589431028277,0.175243283958399,3.80005877447579,5.13597474681213,1.97597285118805,6.31474300263575,0.171528525670127,1.36685151317328,0.021136981153465,0,0.261055758784881,0,0,6.96646238569822,307474882,6.15027766723397,0,0,0.0887753208445532,15819555,273441,3.50811616348937,196.8,72.4,124.3,"E12000006","East of England",6,3.5,33.5,7.45,132110,48844.5,2.3,NA,0.39722543030499,264220,21568,226530,4,"Urban with City and Town","Predominantly Urban",6,30.8014657,3.50811616348937,7.956407,86.2,0.447282077645508,2,262412,2.1,6,27.7,25785,"NHS_BAB_CCG",178,76.3,0.513597474681213,0.350811616348937,-0.14154425600988,-0.174463878277977,0.162785858332276,1.62785858332276,-0.0500566473405178,0.3,0.00686630171862035,1.4,1.45,5.8,22.8450587,NaN,-1.71930983574639,0.0647224177039089,3.1742499,0.0608609790077921,-17.1930983574639,0.0000007956407
"NHS_BAB_CCG-2020","E38000007","2020",38766609,0.0647309647330774,0.822517130657469,0.454932748954132,3.66744483635388,4.51414257047863,3.52983156200224,7.59947820042759,0,2.65458348446211,0.117229753058876,0,0.0370886192289865,0,0,7.85425913443881,38590247,7.17719687049425,0,0,0.0748582368914444,1749980,29020,5.13597474681213,NA,NA,NA,"E12000006","East of England",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,21568,226530,4,"Urban with City and Town","Predominantly Urban",6,3.8766609,5.13597474681213,30.8014657,72.4,0.39722543030499,2.3,264220,3.5,7.45,33.5,NA,"NHS_BAB_CCG",178,76.3,0.451414257047863,0.513597474681213,NA,NA,-0.0621832176333499,-0.621832176333499,NA,NA,NA,NA,NA,NA,-26.9248048,NA,0.162785858332276,-0.0500566473405178,22.8450587,NaN,1.62785858332276,0.00000308014657
"NHS_BAB_CCG-2021","E38000007","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.51414257047863,NA,NA,NA,"E12000006","East of England",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,21568,226530,4,"Urban with City and Town","Predominantly Urban",6,NA,4.51414257047863,3.8766609,NA,NA,NA,NA,NA,NA,NA,NA,"NHS_BAB_CCG",178,76.3,NA,0.451414257047863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0621832176333499,NA,-26.9248048,NA,-0.621832176333499,0.00000038766609
"NHS_BAH_CCG-2010","E38000021","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282.5,93.9,NA,"E12000008","South East",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,4318,269051,4,"Urban with City and Town","Predominantly Urban",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHS_BAH_CCG",236,87.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NHS_BAH_CCG-2011","E38000021","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244.3,77.1,167.2,"E12000008","South East",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,4318,269051,4,"Urban with City and Town","Predominantly Urban",20,NA,NA,NA,93.9,NA,NA,NA,NA,NA,NA,NA,"NHS_BAH_CCG",236,87.3,NA,NA,NA,-0.197127105644934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NHS_BAH_CCG-2012","E38000021","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.6,84.3,187.3,"E12000008","South East",17,9.1,46,9.6,275724,582431,3.1,18463,2.1123696159928,275724,4318,269051,4,"Urban with City and Town","Predominantly Urban",20,NA,NA,NA,77.1,NA,NA,NA,NA,NA,NA,NA,"NHS_BAH_CCG",236,87.3,NA,NA,0.113520908799441,0.0892785844385262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NHS_BAH_CCG-2013","E38000021","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263.3,87.3,176,"E12000008","South East",17,7.5,48.1,10.9,277991,554740,2.4,19110,1.99553222946067,277991,4318,269051,4,"Urban with City and Town","Predominantly Urban",20,NA,NA,NA,84.3,2.1123696159928,3.1,275724,9.1,9.6,46,18463,"NHS_BAH_CCG",236,87.3,NA,NA,-0.0622276144118912,0.0349685978377474,NA,NA,-0.116837386532139,-0.7,0.00818837368229808,-1.6,1.3,2.1,NA,0.0344430288385755,NA,NA,NA,NA,NA,NA
"NHS_BAH_CCG-2014","E38000021","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241.2,75.1,166.1,"E12000008","South East",17,6.8,49.8,10.7,280650,554740,1.7,19563,1.97662569036166,280650,4318,269051,4,"Urban with City and Town","Predominantly Urban",20,NA,NA,NA,87.3,1.99553222946067,2.4,277991,7.5,10.9,48.1,19110,"NHS_BAH_CCG",236,87.3,NA,NA,-0.0578939784189023,-0.150529904075468,NA,NA,-0.0189065390990055,-0.7,0.00951960232234228,-0.7,-0.200000000000001,1.7,NA,0.0234282688269936,NA,-0.116837386532139,NA,0.0344430288385755,NA,NA
"NHS_BAH_CCG-2015","E38000021","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235.7,74.6,161.1,"E12000008","South East",17,6.5,48.5,8.2,284073,596494,1.4,20682,2.09979125084045,284073,4318,269051,4,"Urban with City and Town","Predominantly Urban",20,NA,NA,NA,75.1,1.97662569036166,1.7,280650,6.8,10.7,49.8,19563,"NHS_BAH_CCG",236,87.3,NA,NA,-0.03056472643632,-0.00668005156037399,NA,NA,0.123165560478793,-0.3,0.0121229059968186,-0.3,-2.5,-1.3,NA,0.0556237296836084,NA,-0.0189065390990055,NA,0.0234282688269936,NA,NA
"NHS_BAH_CCG-2016","E38000021","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242.7,87,155.7,"E12000008","South East",17,6.2,50.2,11.5,287173,595488,1.5,20902,2.07362112733439,287173,4318,269051,4,"Urban with City and Town","Predominantly Urban",20,NA,NA,NA,74.6,2.09979125084045,1.4,284073,6.5,8.2,48.5,20682,"NHS_BAH_CCG",236,87.3,NA,NA,-0.0340942113429765,0.153767611444868,NA,NA,-0.0261701235060587,0.1,0.0108535742276565,-0.3,3.3,1.7,NA,0.0105810914095272,NA,0.123165560478793,NA,0.0556237296836084,NA,NA
"NHS_BAH_CCG-2017","E38000021","2017",82505166,0.405049788033879,0.222731507503421,2.67051035325473,1.67603444370986,6.06696312810279,1.41257821358726,4.72320605960601,0,0.153929755137999,0.970105314375102,0,0.745618765254045,0,0,7.55637817939876,80301857,2.10901722982571,0,0,0.233872628048527,5005558,192957,NA,268.8,85.7,183.1,"E12000008","South East",17,6.4,54,12.7,288155,598736,1.5,21722,2.07782616994326,288155,4318,269051,4,"Urban with City and Town","Predominantly Urban",20,8.2505166,NA,NA,87,2.07362112733439,1.5,287173,6.2,11.5,50.2,20902,"NHS_BAH_CCG",236,87.3,0.606696312810279,NA,0.162101372840512,-0.0150552930508496,NA,NA,0.00420504260886556,0,0.003413708193019,0.2,1.2,3.8,NA,0.0384807236855327,NA,-0.0261701235060587,NA,0.0105810914095272,NA,NA
"NHS_BAH_CCG-2018","E38000021","2018",251781884,0.281500395794957,0.126783148544555,2.95586278161299,1.79490356025773,6.22541056210382,1.38768363493539,5.17378089044723,0,0.275748194814524,0.640739108934462,0,0.689326401259274,0,0.0204832052174175,7.69844033072386,244339557,2.28547357151834,0,0,0.192594078770179,15674456,484917,6.06696312810279,268.7,97.5,171.2,"E12000008","South East",17,7.8,50.6,13.4,290395,598601,2.3,22437,2.06133370064912,290395,4318,269051,4,"Urban with City and Town","Predominantly Urban",20,25.1781884,6.06696312810279,8.2505166,85.7,2.07782616994326,1.5,288155,6.4,12.7,54,21722,"NHS_BAH_CCG",236,87.3,0.622541056210382,0.606696312810279,-0.0671999879728231,0.128999552400067,0.0158447434001034,0.158447434001035,-0.0164924692941439,0.8,0.0077435353658597,1.4,0.700000000000001,-3.4,16.9276718,0.0323858100197967,NA,0.00420504260886556,NA,0.0384807236855327,NA,0.00000082505166
"NHS_BAH_CCG-2019","E38000021","2019",254400067,0.300797483673619,0.0665039133028216,2.57036685450244,1.50969417787142,6.62650375795695,1.28800634317443,5.24542157451554,0.0766049326551475,1.02520688408466,0.601221539772629,0,0.937046923026164,0,0.0736497447541946,7.99423017053926,247861052,2.74562741709012,0,0,0.147866706340136,16857830,376173,6.22541056210382,230,80.7,149.4,"E12000008","South East",17,3.4,56.4,9.8,290885,631030,2.7,NA,2.1693452739055,290885,4318,269051,4,"Urban with City and Town","Predominantly Urban",20,25.4400067,6.22541056210382,25.1781884,97.5,2.06133370064912,2.3,290395,7.8,13.4,50.6,22437,"NHS_BAH_CCG",236,87.3,0.662650375795695,0.622541056210382,-0.136205191008925,-0.189113802727898,0.0401093195853125,0.401093195853125,0.10801157325638,0.4,0.0016859348887408,-4.4,-3.6,5.8,0.261818300000002,NaN,0.0158447434001034,-0.0164924692941439,16.9276718,0.0323858100197967,0.158447434001035,0.00000251781884
"NHS_BAH_CCG-2020","E38000021","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.62650375795695,NA,NA,NA,"E12000008","South East",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,4318,269051,4,"Urban with City and Town","Predominantly Urban",20,NA,6.62650375795695,25.4400067,80.7,2.1693452739055,2.7,290885,3.4,9.8,56.4,NA,"NHS_BAH_CCG",236,87.3,NA,0.662650375795695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0401093195853125,0.10801157325638,0.261818300000002,NaN,0.401093195853125,0.00000254400067
"NHS_BANE_CCG-2010","E38000009","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209.8,75.8,NA,"E12000009","South West",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,37103,138913,3,"Urban with Significant Rural (rural including hub towns 26-49%)","Urban with Significant Rural",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHS_BANE_CCG",192,68.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NHS_BANE_CCG-2011","E38000009","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209.3,74.2,135.1,"E12000009","South West",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,37103,138913,3,"Urban with Significant Rural (rural including hub towns 26-49%)","Urban with Significant Rural",8,NA,NA,NA,75.8,NA,NA,NA,NA,NA,NA,NA,"NHS_BANE_CCG",192,68.2,NA,NA,NA,-0.0213341424749913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NHS_BANE_CCG-2012","E38000009","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.2,67.9,106.3,"E12000009","South West",8,6.1,44.6,5.3,177196,338982,1.9,19048,1.91303415426985,177196,37103,138913,3,"Urban with Significant Rural (rural including hub towns 26-49%)","Urban with Significant Rural",8,NA,NA,NA,74.2,NA,NA,NA,NA,NA,NA,NA,"NHS_BANE_CCG",192,68.2,NA,NA,-0.239749959618251,-0.0887281156086841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NHS_BANE_CCG-2013","E38000009","2013",118450417,0.0269344767270849,3.9008718728276,0,14.1542811115642,18.2981381990407,0.745992308325939,18.0551529843918,0.162743200811188,0,0,0.136077190846867,0.455203125203012,0,0,18.8361109779799,118450417,18.0551529843918,0,0.136077190846867,0.455203125203012,21674221,539190,NA,195.6,68.2,127.4,"E12000009","South West",8,4.3,41.8,3.9,179460,312325,1.5,19715,1.74035996879527,179460,37103,138913,3,"Urban with Significant Rural (rural including hub towns 26-49%)","Urban with Significant Rural",8,11.8450417,NA,NA,67.9,1.91303415426985,1.9,177196,6.1,5.3,44.6,19048,"NHS_BANE_CCG",192,68.2,1.82981381990407,NA,0.181066457790161,0.00440853028476607,NA,NA,-0.172674185474573,-0.4,0.0126958773171442,-1.8,-1.4,-2.8,NA,0.0344176581450295,NA,NA,NA,NA,NA,NA
"NHS_BANE_CCG-2014","E38000009","2014",188042289,0,3.58808650749832,1.22245321104339,12.6127176637379,18.7397564597823,0.512275193586906,17.4232573822796,0.39112478576561,0,0.028810540590686,0.692017208958778,0.618575750266473,0,0,19.4212714561948,185743560,16.401302419314,0,0.692017208958778,0.571479961084711,35238667,1074624,18.2981381990407,156.9,61.8,95.1,"E12000009","South West",8,5.6,43.8,3.7,181241,312325,1,20364,1.72325798246534,181241,37103,138913,3,"Urban with Significant Rural (rural including hub towns 26-49%)","Urban with Significant Rural",8,18.8042289,18.2981381990407,11.8450417,68.2,1.74035996879527,1.5,179460,4.3,3.9,41.8,19715,"NHS_BANE_CCG",192,68.2,1.87397564597823,1.82981381990407,-0.292402773586718,-0.0985412003857711,0.0441618260741599,0.441618260741599,-0.0171019863299384,-0.5,0.00987529545959909,1.3,-0.2,2,6.9591872,0.0323888687105001,NA,-0.172674185474573,NA,0.0344176581450295,NA,0.00000118450417
"NHS_BANE_CCG-2015","E38000009","2015",104802101,0.0453235188481574,3.98502697956408,1.56338659661031,11.6140677370581,19.2883547248733,0.570339711033083,17.1624813132325,0.130063232224705,0,0.051693620149848,0.628599039250177,0.0963721137613453,0,0,20.0006893901833,103163639,15.8468421223489,0,0.628599039250177,0,20214601,0,18.7397564597823,183.2,68,115.1,"E12000009","South West",8,4.2,47.7,5,184287,347094,0.9,21564,1.88344267365577,184287,37103,138913,3,"Urban with Significant Rural (rural including hub towns 26-49%)","Urban with Significant Rural",8,10.4802101,18.7397564597823,18.8042289,61.8,1.72325798246534,1,181241,5.6,3.7,43.8,20364,"NHS_BANE_CCG",192,68.2,1.92883547248733,1.87397564597823,0.190872346176493,0.0956043407124616,0.0548598265091012,0.548598265091012,0.160184691190429,-0.1,0.0166666876907424,-1.4,1.3,3.90000000000001,-8.3240188,0.0572566215493318,0.0441618260741599,-0.0171019863299384,6.9591872,0.0323888687105001,0.441618260741599,0.00000188042289
"NHS_BANE_CCG-2016","E38000009","2016",92502626,0,4.77126454766808,1.54531504867765,13.0312451886501,19.7666399222007,0.64481628878298,19.3478247849958,0,0,0.0609982683086208,0.646981632716027,0,0,0,20.5788424909207,91073169,18.0819325612794,0,0.646981632716027,0,18284661,0,19.2883547248733,195.8,73,122.9,"E12000009","South West",8,3.8,45.5,4.6,186946,379204,1.2,21569,2.02841462240433,186946,37103,138913,3,"Urban with Significant Rural (rural including hub towns 26-49%)","Urban with Significant Rural",8,9.2502626,19.2883547248733,10.4802101,68,1.88344267365577,0.9,184287,4.2,5,47.7,21564,"NHS_BANE_CCG",192,68.2,1.97666399222007,1.92883547248733,0.0655697008441525,0.070951735972284,0.0478285197327384,0.478285197327384,0.144971948748565,0.3,0.0143254800787567,-0.4,-0.4,-2.2,-1.2299475,0.000231841050814197,0.0548598265091012,0.160184691190429,-8.3240188,0.0572566215493318,0.548598265091012,0.00000104802101
"NHS_BANE_CCG-2017","E38000009","2017",203890617,0,3.41891897850307,1.45297711272314,3.46571171541454,9.21765418955008,0.0469928442072447,8.33760780664075,0,0,0.0408964381131869,0.55302250618036,0.0294275434950496,0,0,9.40124497150431,200928133,6.98613767540457,0,0.55302250618036,0,18793932,0,19.7666399222007,174.2,66.2,108,"E12000009","South West",8,2.2,47.7,4,188678,377257,1.6,22050,1.99947529653696,188678,37103,138913,3,"Urban with Significant Rural (rural including hub towns 26-49%)","Urban with Significant Rural",8,20.3890617,19.7666399222007,9.2502626,73,2.02841462240433,1.2,186946,3.8,4.6,45.5,21569,"NHS_BANE_CCG",192,68.2,0.921765418955008,1.97666399222007,-0.129239789447769,-0.0977789782054286,-1.05489857326506,-10.5489857326506,-0.0289393258673734,0.4,0.00922205330327053,-1.6,-0.6,2.2,11.1387991,0.0220555032526182,0.0478285197327384,0.144971948748565,-1.2299475,0.000231841050814197,0.478285197327384,0.00000092502626
"NHS_BANE_CCG-2018","E38000009","2018",227342110,0,2.77269793968218,1.09104248218687,0.866908906581363,5.68797175323129,0.0884015724143671,4.73064932845041,0,0,0.0146567655239938,0.485302524903987,0.0425548086977815,0,0,5.84009120165416,224861711,3.67975453144177,0,0.485302524903987,0.0313672640761538,12931155,71311,9.21765418955008,175.1,68.8,106.3,"E12000009","South West",8,2.9,48.9,5.1,192106,366144,1.7,23107,1.9059477580086,192106,37103,138913,3,"Urban with Significant Rural (rural including hub towns 26-49%)","Urban with Significant Rural",8,22.734211,9.21765418955008,20.3890617,66.2,1.99947529653696,1.6,188678,2.2,4,47.7,22050,"NHS_BANE_CCG",192,68.2,0.568797175323129,0.921765418955008,-0.0158659417763181,0.0385232819963353,-0.352968243631879,-3.52968243631879,-0.0935275385283576,0.0999999999999999,0.0180054446168985,0.7,1.1,1.2,2.3451493,0.0468230000335144,-1.05489857326506,-0.0289393258673734,11.1387991,0.0220555032526182,-10.5489857326506,0.00000203890617
"NHS_BANE_CCG-2019","E38000009","2019",237852901,0,2.61989320870213,0.0215839284634161,1.39546458590387,5.27263781407484,0.0680958690514353,4.03694172306942,0,0,0.010895809927498,0.435859304486684,0.194759028816722,0,0,5.34188667212419,237801563,4.01622465366218,0,0.435859304486684,0.0694664640646952,12541122,165228,5.68797175323129,NA,NA,NA,"E12000009","South West",8,3.6,45.5,4.7,193282,340127,1.7,NA,1.75974482879937,193282,37103,138913,3,"Urban with Significant Rural (rural including hub towns 26-49%)","Urban with Significant Rural",8,23.7852901,5.68797175323129,22.734211,68.8,1.9059477580086,1.7,192106,2.9,5.1,48.9,23107,"NHS_BANE_CCG",192,68.2,0.527263781407484,0.568797175323129,NA,NA,-0.0415333939156444,-0.415333939156444,-0.146202929209229,0,0.0061029593558537,0.7,-0.399999999999999,-3.4,1.0510791,NaN,-0.352968243631879,-0.0935275385283576,2.3451493,0.0468230000335144,-3.52968243631879,0.0000022734211
"NHS_BANE_CCG-2020","E38000009","2020",39970899,0,3.08930254483393,0,1.44086576586631,5.44871157388779,0.157181853728134,4.53016831070024,0,0,0.0949941105903072,0.394354402686815,0,0,0,5.60589342761593,39970899,4.53016831070024,0,0.394354402686815,0,2177899,0,5.27263781407484,NA,NA,NA,"E12000009","South West",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,37103,138913,3,"Urban with Significant Rural (rural including hub towns 26-49%)","Urban with Significant Rural",8,3.9970899,5.27263781407484,23.7852901,NA,1.75974482879937,1.7,193282,3.6,4.7,45.5,NA,"NHS_BANE_CCG",192,68.2,0.544871157388779,0.527263781407484,NA,NA,0.0176073759812949,0.17607375981295,NA,NA,NA,NA,NA,NA,-19.7882002,NA,-0.0415333939156444,-0.146202929209229,1.0510791,NaN,-0.415333939156444,0.00000237852901
"NHS_BANE_CCG-2021","E38000009","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.44871157388779,NA,NA,NA,"E12000009","South West",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,37103,138913,3,"Urban with Significant Rural (rural including hub towns 26-49%)","Urban with Significant Rural",8,NA,5.44871157388779,3.9970899,NA,NA,NA,NA,NA,NA,NA,NA,"NHS_BANE_CCG",192,68.2,NA,0.544871157388779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0176073759812949,NA,-19.7882002,NA,0.17607375981295,0.00000039970899
